image_id,label,color_group,r,g,b,contrast,thickness_nm
mock_02306,Bilayer,Blue,154.8838,179.4766,219.4639,-0.149088,0.541744
mock_02307,Monolayer,Light Blue,189.623,204.7021,237.5371,-0.04333,0.353457
mock_02308,Monolayer,Light Blue,189.5137,204.5342,237.5703,-0.050649,0.303779
mock_02309,Bulk,Yellow,187.6904,165.3027,121.6318,-0.35714,4.948922
mock_02310,Bilayer,Blue,154.7539,179.9365,219.5342,-0.124745,0.686194
mock_02311,Monolayer,Light Blue,189.2441,204.1279,237.5176,-0.084285,0.383398
mock_02312,Trilayer,Purple-Blue,127.918,147.335,209.1621,-0.172728,1.040018
mock_02313,Bilayer,Blue,154.5537,180.1172,219.6494,-0.09286,0.51478
mock_02314,Bilayer,Blue,154.4883,179.5771,219.0713,-0.116452,0.728666
mock_02315,Monolayer,Light Blue,189.2373,205.0283,237.0811,-0.026363,0.32724
mock_02316,Monolayer,Light Blue,188.7666,204.4834,237.5322,-0.052,0.384154
mock_02317,Few Layers,Green,114.5791,169.0547,149.623,-0.256469,2.052086
mock_02318,Trilayer,Purple-Blue,127.2432,147.4404,209.7129,-0.157976,0.956048
mock_02319,Bilayer,Blue,154.207,179.6963,219.5605,-0.084741,0.786649
mock_02320,Monolayer,Light Blue,189.6123,204.5605,237.4551,-0.072317,0.300591
mock_02321,Bilayer,Blue,154.5752,179.8135,219.3555,-0.091772,0.696597
mock_02322,Monolayer,Light Blue,189.8633,204.5049,237.3232,-0.034749,0.351548
mock_02323,Monolayer,Light Blue,189.499,204.3203,238.1465,-0.044663,0.41823
mock_02324,Trilayer,Purple-Blue,126.9219,147.9834,209.3506,-0.139983,1.025385
mock_02325,Bilayer,Blue,154.4648,179.6934,219.4326,-0.105385,0.682965
mock_02326,Bilayer,Blue,154.416,179.9014,219.2324,-0.091009,0.650608
mock_02327,Bulk,Yellow,187.209,165.5068,121.3496,-0.292639,4.901566
mock_02328,Bulk,Yellow,187.3916,165.2217,121.5479,-0.324325,5.15822
mock_02329,Trilayer,Purple-Blue,127.252,147.5127,209.3496,-0.142183,1.03189
mock_02330,Few Layers,Green,114.5186,169.7402,149.541,-0.231521,2.132048
mock_02331,Monolayer,Light Blue,189.3105,204.6035,236.791,-0.060252,0.433777
mock_02332,Trilayer,Purple-Blue,127.002,147.6123,209.9199,-0.181199,0.98941
mock_02333,Bilayer,Blue,154.3633,179.625,219.7012,-0.079907,0.717053
mock_02334,Bulk,Yellow,187.4512,165.29,121.1104,-0.317129,5.005213
mock_02335,Bilayer,Blue,154.665,179.875,219.3691,-0.079117,0.726266
mock_02336,Monolayer,Light Blue,189.5391,204.4844,237.3105,-0.040091,0.234013
mock_02337,Bulk,Yellow,187.2227,165.3242,121.0361,-0.311011,5.06877
mock_02338,Bulk,Yellow,187.5332,165.7451,121.4482,-0.321443,4.890262
mock_02339,Trilayer,Purple-Blue,127.4355,147.5156,209.5488,-0.179025,0.990876
mock_02340,Bulk,Yellow,187.5596,165.3623,120.9824,-0.326639,5.030748
mock_02341,Few Layers,Green,114.5791,169.1123,149.3457,-0.245744,2.29083
mock_02342,Bulk,Yellow,187.6055,165.6855,121.4951,-0.297141,5.098374
mock_02343,Few Layers,Green,114.6914,169.1309,149.2598,-0.225991,2.243139
mock_02344,Bilayer,Blue,154.9053,179.5537,219.1162,-0.115409,0.58491
mock_02345,Bilayer,Blue,154.3037,179.2598,219.3164,-0.106877,0.621889
mock_02346,Monolayer,Light Blue,189.3135,204.8125,237.8633,-0.050867,0.384766
mock_02347,Bilayer,Blue,155.0244,179.8662,219.4062,-0.104019,0.719677
mock_02348,Bilayer,Blue,154.2822,179.5332,219.6357,-0.12936,0.668362
mock_02349,Bulk,Yellow,187.915,165.0791,121.3623,-0.336713,4.990584
mock_02350,Bulk,Yellow,187.6416,165.3242,121.5625,-0.300663,5.115798
mock_02351,Monolayer,Light Blue,189.6748,204.8086,237.8359,-0.042226,0.396368
mock_02352,Few Layers,Green,114.25,169.0361,149.6123,-0.258336,2.003968
mock_02353,Bilayer,Blue,154.7607,179.7783,219.873,-0.086358,0.642582
mock_02354,Bulk,Yellow,187.458,164.9902,122.0127,-0.30741,5.196884
mock_02355,Monolayer,Light Blue,189.5723,204.4111,237.543,-0.052096,0.374468
mock_02356,Trilayer,Purple-Blue,127.749,147.5625,209.5762,-0.167587,0.988064
mock_02357,Few Layers,Green,114.5645,169.6104,149.583,-0.229413,2.352447
mock_02358,Few Layers,Green,114.5049,169.3838,149.7041,-0.240555,2.132804
mock_02359,Bilayer,Blue,154.4932,179.5605,219.499,-0.11742,0.640018
mock_02360,Bulk,Yellow,187.6494,165.7002,121.6777,-0.320477,4.985301
mock_02361,Bilayer,Blue,154.6475,179.8398,219.626,-0.084148,0.667158
mock_02362,Few Layers,Green,114.415,169.7373,149.3926,-0.242329,2.068078
mock_02363,Few Layers,Green,114.335,169.3672,149.5029,-0.243292,2.193986
mock_02364,Bilayer,Blue,154.9277,179.1416,219.499,-0.095691,0.61657
mock_02365,Trilayer,Purple-Blue,127.2236,147.29,209.1758,-0.140624,0.984089
mock_02366,Few Layers,Green,114.5371,169.3428,149.416,-0.24564,2.132235
mock_02367,Bilayer,Blue,154.9844,179.6133,219.6572,-0.129517,0.528383
mock_02368,Trilayer,Purple-Blue,127.5645,147.3623,209.498,-0.153249,0.918903
mock_02369,Trilayer,Purple-Blue,127.4922,147.4512,209.248,-0.138594,0.987991
mock_02370,Bilayer,Blue,154.2285,179.5166,219.9707,-0.072451,0.636842
mock_02371,Bilayer,Blue,154.5947,179.4873,219.5381,-0.091118,0.588593
mock_02372,Monolayer,Light Blue,189.918,205.1445,237.5254,-0.063979,0.21229
mock_02373,Monolayer,Light Blue,189.4717,204.3291,237.6025,-0.057868,0.231962
mock_02374,Bulk,Yellow,187.3994,165.3955,121.2852,-0.308725,4.794866
mock_02375,Monolayer,Light Blue,189.625,204.8809,237.3955,-0.064056,0.358397
mock_02376,Bulk,Yellow,187.2969,165.7715,121.7275,-0.3295,5.08084
mock_02377,Few Layers,Green,114.126,169.6602,149.5967,-0.233993,2.082666
mock_02378,Monolayer,Light Blue,189.4355,204.3174,237.3916,-0.080473,0.264491
mock_02379,Trilayer,Purple-Blue,127.4395,147.7354,209.8086,-0.168648,0.903917
mock_02380,Trilayer,Purple-Blue,127.5439,147.5322,209.5625,-0.18269,1.045917
mock_02381,Few Layers,Green,114.1289,169.5283,149.4688,-0.245343,2.182465
mock_02382,Few Layers,Green,114.458,169.668,149.7764,-0.270278,2.218375
mock_02383,Monolayer,Light Blue,189.6797,204.6631,237.6934,-0.048974,0.335669
mock_02384,Bilayer,Blue,154.7412,179.3623,219.4141,-0.119626,0.628181
mock_02385,Monolayer,Light Blue,189.2764,204.46,237.5479,-0.032927,0.335331
mock_02386,Few Layers,Green,114.8398,169.6855,149.0938,-0.212322,2.196342
mock_02387,Bilayer,Blue,154.7617,179.5449,219.3252,-0.093587,0.571103
mock_02388,Monolayer,Light Blue,189.4395,204.5215,237.5664,-0.046585,0.285645
mock_02389,Few Layers,Green,114.1592,169.2373,148.9834,-0.267025,2.210808
mock_02390,Bulk,Yellow,187.2041,165.3447,121.8047,-0.303369,5.029774
mock_02391,Bilayer,Blue,154.5693,179.8115,219.4688,-0.110256,0.733064
mock_02392,Bulk,Yellow,187.5137,165.3936,121.6602,-0.321636,4.940439
mock_02393,Trilayer,Purple-Blue,127.335,147.5791,209.4268,-0.129588,0.958588
mock_02394,Few Layers,Green,114.7061,169.5996,149.1885,-0.231252,2.052974
mock_02395,Few Layers,Green,114.374,169.8242,149.666,-0.260548,2.182059
mock_02396,Monolayer,Light Blue,189.6055,204.293,237.6836,-0.057009,0.373204
mock_02397,Bilayer,Blue,154.4053,179.6377,219.6885,-0.105304,0.722269
mock_02398,Few Layers,Green,114.6768,169.7969,149.4648,-0.240605,2.181366
mock_02399,Bilayer,Blue,154.7656,179.5977,219.5967,-0.075753,0.677719
mock_02400,Monolayer,Light Blue,189.9092,204.7197,236.9707,-0.033357,0.318476
mock_02401,Trilayer,Purple-Blue,127.6865,147.1445,209.3213,-0.17091,0.865845
mock_02402,Trilayer,Purple-Blue,127.5986,147.4492,209.3389,-0.160358,0.952122
mock_02403,Trilayer,Purple-Blue,127.8086,147.2021,209.0361,-0.160464,0.971785
mock_02404,Few Layers,Green,114.3457,170.0293,149.5996,-0.253117,2.163146
mock_02405,Few Layers,Green,114.5801,169.4521,150.1387,-0.248929,2.146986
mock_02406,Bulk,Yellow,187.6309,165.6406,121.7842,-0.307651,4.93254
mock_02407,Few Layers,Green,114.4668,169.5947,149.6152,-0.252704,2.109729
mock_02408,Bulk,Yellow,187.084,165.2354,121.6602,-0.319381,5.071398
mock_02409,Few Layers,Green,114.4922,169.248,150.0771,-0.259211,2.234689
mock_02410,Bulk,Yellow,187.9697,165.8135,121.3926,-0.320002,5.055335
mock_02411,Bulk,Yellow,187.5859,165.4258,121.4502,-0.298989,4.985823
mock_02412,Trilayer,Purple-Blue,127.5186,148.0322,209.6348,-0.166689,0.969966
mock_02413,Bilayer,Blue,154.8037,179.4443,219.2539,-0.088314,0.700537
mock_02414,Bilayer,Blue,154.9258,179.668,219.8184,-0.082829,0.622356
mock_02415,Few Layers,Green,114.2354,169.9932,149.1748,-0.210343,2.295774
mock_02416,Trilayer,Purple-Blue,127.3623,147.6309,209.3721,-0.168923,0.953275
mock_02417,Trilayer,Purple-Blue,127.3203,147.7549,209.6084,-0.134475,1.056237
mock_02418,Bulk,Yellow,187.3672,165.2168,121.625,-0.308863,5.073569
mock_02419,Bilayer,Blue,154.2881,179.4307,219.2109,-0.112453,0.590389
mock_02420,Monolayer,Light Blue,189.249,204.3438,237.7061,-0.03925,0.222551
mock_02421,Trilayer,Purple-Blue,127.8301,147.3359,209.1982,-0.171685,1.014068
mock_02422,Bulk,Yellow,187.2998,165.3359,121.5029,-0.327314,4.969696
mock_02423,Monolayer,Light Blue,189.4121,204.1611,237.3682,-0.049191,0.404823
mock_02424,Few Layers,Green,114.8613,169.6113,149.124,-0.252481,2.095984
mock_02425,Few Layers,Green,114.4414,169.6172,149.4443,-0.236547,2.246981
mock_02426,Bilayer,Blue,154.6309,179.5557,219.625,-0.100891,0.522599
mock_02427,Few Layers,Green,114.5293,169.8047,149.9795,-0.250068,2.097814
mock_02428,Trilayer,Purple-Blue,127.1855,147.5938,209.5449,-0.174644,0.980049
mock_02429,Bulk,Yellow,187.1377,165.959,121.0586,-0.326626,5.132968
mock_02430,Monolayer,Light Blue,189.3213,204.5186,237.7139,-0.059023,0.24917
mock_02431,Few Layers,Green,114.3301,169.5557,149.3232,-0.224544,2.333635
mock_02432,Monolayer,Light Blue,189.3672,204.3955,237.4834,-0.051528,0.315541
mock_02433,Bulk,Yellow,187.7129,165.1094,121.3838,-0.303023,5.07724
mock_02434,Monolayer,Light Blue,189.4268,204.4062,237.4463,-0.047865,0.388084
mock_02435,Trilayer,Purple-Blue,127.5488,147.6045,209.7451,-0.132069,1.127546
mock_02436,Few Layers,Green,114.5127,169.4531,149.5996,-0.219105,2.254028
mock_02437,Bilayer,Blue,154.8301,179.9199,219.3691,-0.075302,0.664397
mock_02438,Few Layers,Green,114.6465,169.0176,149.3203,-0.226375,2.145915
mock_02439,Bulk,Yellow,187.5381,165.5879,121.1426,-0.342145,5.070276
mock_02440,Trilayer,Purple-Blue,127.708,147.5117,209.2744,-0.187676,1.042456
mock_02441,Bulk,Yellow,187.5615,165.667,121.6338,-0.330282,4.933914
mock_02442,Trilayer,Purple-Blue,127.3203,147.3984,209.3311,-0.164041,0.970269
mock_02443,Bilayer,Blue,154.4639,179.3135,219.627,-0.090731,0.764767
mock_02444,Bulk,Yellow,187.8779,164.9961,121.333,-0.312772,5.142989
mock_02445,Few Layers,Green,114.2002,168.9902,149.8477,-0.230642,2.310021
mock_02446,Bilayer,Blue,154.0645,179.8291,219.6152,-0.028408,0.641468
mock_02447,Trilayer,Purple-Blue,127.0,147.2676,209.8037,-0.173819,0.918106
mock_02448,Few Layers,Green,114.9189,169.6963,149.3857,-0.201642,2.241086
mock_02449,Bilayer,Blue,154.9736,179.4277,219.7402,-0.083435,0.575144
mock_02450,Monolayer,Light Blue,189.4424,204.71,237.417,-0.033184,0.280925
mock_02451,Trilayer,Purple-Blue,127.6592,147.5986,209.0654,-0.147875,1.02709
mock_02452,Trilayer,Purple-Blue,127.7344,147.5859,209.3262,-0.151987,1.116496
mock_02453,Few Layers,Green,114.6348,169.9121,149.8594,-0.249891,2.1435
mock_02454,Trilayer,Purple-Blue,127.1162,147.3027,209.3867,-0.173641,1.064451
mock_02455,Bulk,Yellow,187.5889,165.0479,122.0703,-0.296213,4.966487
mock_02456,Bilayer,Blue,154.4463,179.6299,219.5605,-0.103145,0.60887
mock_02457,Few Layers,Green,114.8994,169.5635,149.5967,-0.218761,2.330203
mock_02458,Few Layers,Green,114.5742,169.2764,149.416,-0.248568,2.15849
mock_02459,Bilayer,Blue,153.959,179.7861,219.3262,-0.084371,0.65297
mock_02460,Bilayer,Blue,153.9863,179.7783,219.627,-0.118434,0.584535
mock_02461,Trilayer,Purple-Blue,127.9004,147.3223,209.6338,-0.155485,1.049322
mock_02462,Bulk,Yellow,187.6475,165.4346,121.2568,-0.316442,4.868013
mock_02463,Bilayer,Blue,154.7236,179.7617,219.418,-0.087509,0.653939
mock_02464,Monolayer,Light Blue,189.3965,204.2373,237.2051,-0.054165,0.303206
mock_02465,Monolayer,Light Blue,189.2803,204.1133,237.0146,-0.034446,0.313232
mock_02466,Bilayer,Blue,154.7822,179.6797,219.6992,-0.105559,0.628762
mock_02467,Few Layers,Green,114.333,169.5557,149.0537,-0.242158,2.277604
mock_02468,Monolayer,Light Blue,189.7266,204.7471,237.4854,-0.063281,0.290178
mock_02469,Bulk,Yellow,187.1074,165.3535,121.9316,-0.331451,5.03969
mock_02470,Trilayer,Purple-Blue,127.2939,147.6963,209.708,-0.158984,0.977032
mock_02471,Bilayer,Blue,154.5039,179.2139,219.7637,-0.119285,0.691157
mock_02472,Trilayer,Purple-Blue,127.0996,147.4629,209.7168,-0.164668,0.954099
mock_02473,Bulk,Yellow,187.7656,165.1396,120.96,-0.317638,4.875798
mock_02474,Bulk,Yellow,187.3672,165.3447,121.6338,-0.312427,4.926163
mock_02475,Trilayer,Purple-Blue,127.2188,147.4102,209.8086,-0.171971,1.181212
mock_02476,Bulk,Yellow,187.7246,165.4004,121.4414,-0.307236,4.998548
mock_02477,Trilayer,Purple-Blue,127.6738,147.6357,209.6699,-0.149956,0.889238
mock_02478,Monolayer,Light Blue,189.8691,204.9336,237.415,-0.04807,0.419383
mock_02479,Bilayer,Blue,154.7852,179.5176,219.0449,-0.114097,0.644472
mock_02480,Trilayer,Purple-Blue,127.6289,147.2969,209.5049,-0.147944,1.073893
mock_02481,Trilayer,Purple-Blue,127.5547,147.5938,209.6455,-0.176551,0.958696
mock_02482,Few Layers,Green,114.6553,169.374,149.6504,-0.236016,2.031338
mock_02483,Few Layers,Green,114.125,169.4775,149.4688,-0.251277,2.124858
mock_02484,Bilayer,Blue,154.791,179.4336,219.3516,-0.094975,0.669595
mock_02485,Bulk,Yellow,187.2256,165.6279,121.5898,-0.303837,4.97674
mock_02486,Bilayer,Blue,154.293,179.7275,219.7607,-0.118548,0.607368
mock_02487,Trilayer,Purple-Blue,127.627,147.4092,209.5615,-0.148723,0.980162
mock_02488,Bilayer,Blue,154.1621,179.1992,219.1396,-0.102967,0.684948
mock_02489,Few Layers,Green,114.5176,169.7109,149.0645,-0.22402,2.276746
mock_02490,Bilayer,Blue,154.3652,179.2764,219.4111,-0.105703,0.675826
mock_02491,Monolayer,Light Blue,189.6895,204.4775,236.4736,-0.069434,0.311793
mock_02492,Bilayer,Blue,154.7969,179.5195,219.2246,-0.085014,0.694232
mock_02493,Bilayer,Blue,154.7988,179.3574,219.2568,-0.09453,0.677404
mock_02494,Few Layers,Green,114.9883,169.6377,149.0537,-0.256942,2.160037
mock_02495,Bulk,Yellow,187.2881,165.627,121.6543,-0.318845,4.94379
mock_02496,Trilayer,Purple-Blue,127.5205,147.5986,210.1182,-0.158847,1.016717
mock_02497,Bulk,Yellow,187.9385,165.4336,120.9268,-0.303634,5.10747
mock_02498,Monolayer,Light Blue,189.3799,204.46,237.332,-0.044684,0.337216
mock_02499,Few Layers,Green,114.1943,168.8994,149.4678,-0.216749,2.188067
mock_02500,Few Layers,Green,114.6357,169.6309,149.5,-0.221712,2.164476
mock_02501,Bilayer,Blue,154.2168,179.6885,218.8516,-0.109996,0.634077
mock_02502,Monolayer,Light Blue,189.4482,204.7988,237.458,-0.0491,0.330652
mock_02503,Few Layers,Green,114.6064,169.4316,148.8145,-0.241562,2.140952
mock_02504,Trilayer,Purple-Blue,127.4941,147.334,209.0303,-0.140783,1.04686
mock_02505,Bilayer,Blue,154.3555,179.4678,219.4531,-0.093291,0.57591
mock_02506,Monolayer,Light Blue,189.1016,204.6523,237.3418,-0.028696,0.249671
mock_02507,Few Layers,Green,114.542,169.5166,149.584,-0.244645,2.212978
mock_02508,Trilayer,Purple-Blue,127.2432,147.3047,209.6494,-0.180986,0.867583
mock_02509,Few Layers,Green,114.7656,169.5459,149.3223,-0.230818,2.12577
mock_02510,Few Layers,Green,114.4707,169.5166,149.1543,-0.238537,2.195809
mock_02511,Bulk,Yellow,187.0537,165.2197,121.7344,-0.321419,4.861704
mock_02512,Few Layers,Green,114.4248,169.2666,149.5693,-0.235098,2.106742
mock_02513,Monolayer,Light Blue,189.3789,204.6406,237.3418,-0.043861,0.315297
mock_02514,Trilayer,Purple-Blue,127.7188,147.832,209.333,-0.16315,1.072966
mock_02515,Monolayer,Light Blue,189.2881,204.6172,237.6758,-0.040122,0.459637
mock_02516,Monolayer,Light Blue,189.8047,204.4854,237.5977,-0.066112,0.229689
mock_02517,Monolayer,Light Blue,189.541,205.1387,237.6484,-0.037643,0.451515
mock_02518,Bulk,Yellow,187.8125,165.3105,121.2139,-0.322126,4.826364
mock_02519,Monolayer,Light Blue,189.5146,204.1221,237.4951,-0.041092,0.343488
mock_02520,Monolayer,Light Blue,189.2256,204.6709,237.1787,-0.022558,0.328154
mock_02521,Few Layers,Green,114.249,169.5312,149.3604,-0.236894,2.279704
mock_02522,Few Layers,Green,114.3086,169.376,149.5264,-0.251262,2.134039
mock_02523,Trilayer,Purple-Blue,127.3623,147.3877,209.458,-0.134956,1.004819
mock_02524,Bilayer,Blue,154.5693,179.0078,219.3301,-0.135717,0.593547
mock_02525,Monolayer,Light Blue,189.6377,203.9023,237.5664,-0.056221,0.228093
mock_02526,Bilayer,Blue,154.4082,179.6914,220.1533,-0.103653,0.594038
mock_02527,Few Layers,Green,114.2197,169.6777,148.9326,-0.256308,2.200592
mock_02528,Monolayer,Light Blue,189.6533,204.6279,237.5303,-0.026058,0.391834
mock_02529,Trilayer,Purple-Blue,127.6738,146.9062,209.3145,-0.161207,0.983303
mock_02530,Trilayer,Purple-Blue,127.498,147.541,209.5547,-0.147738,0.825328
mock_02531,Few Layers,Green,114.6904,169.3672,149.5264,-0.248702,2.314439
mock_02532,Bulk,Yellow,187.4053,165.2646,121.2744,-0.308002,4.959983
mock_02533,Bilayer,Blue,154.4062,179.5615,219.832,-0.090053,0.71797
mock_02534,Monolayer,Light Blue,189.6006,204.7324,237.332,-0.027105,0.275468
mock_02535,Few Layers,Green,114.7832,169.1562,149.7822,-0.234159,2.034632
mock_02536,Monolayer,Light Blue,189.7217,204.4053,237.2158,-0.070171,0.400266
mock_02537,Few Layers,Green,114.3867,169.2617,149.5547,-0.251141,2.288143
mock_02538,Few Layers,Green,114.1934,169.2402,149.2461,-0.229863,2.302095
mock_02539,Trilayer,Purple-Blue,127.2373,147.4287,209.3203,-0.151566,1.091032
mock_02540,Bulk,Yellow,187.6504,165.2256,121.7236,-0.295056,4.964238
mock_02541,Trilayer,Purple-Blue,127.5029,147.6455,209.29,-0.163958,0.920362
mock_02542,Monolayer,Light Blue,189.1318,204.5742,237.7021,-0.045927,0.293249
mock_02543,Monolayer,Light Blue,188.833,204.4814,237.6172,-0.039522,0.459973
mock_02544,Trilayer,Purple-Blue,127.2861,147.1289,209.2656,-0.147578,0.926891
mock_02545,Monolayer,Light Blue,189.4229,204.2441,237.6914,-0.07007,0.218766
mock_02546,Monolayer,Light Blue,189.252,204.6104,237.4844,-0.052497,0.303569
mock_02547,Bilayer,Blue,154.2764,179.377,219.4434,-0.113945,0.60948
mock_02548,Trilayer,Purple-Blue,127.5703,147.2021,209.6318,-0.15595,0.99563
mock_02549,Bilayer,Blue,154.3818,178.9941,219.4316,-0.105463,0.665289
mock_02550,Bilayer,Blue,154.9258,179.4141,219.3379,-0.10166,0.55652
mock_02551,Bulk,Yellow,187.4512,165.5381,121.3408,-0.336067,4.954146
mock_02552,Bulk,Yellow,187.3711,165.7725,121.9453,-0.30784,4.960474
mock_02553,Monolayer,Light Blue,189.4902,204.6875,237.5107,-0.052341,0.372639
mock_02554,Monolayer,Light Blue,189.207,204.5479,237.3633,-0.053822,0.379984
mock_02555,Monolayer,Light Blue,189.4775,204.54,237.2275,-0.03888,0.333063
mock_02556,Bilayer,Blue,154.6816,179.7734,219.5244,-0.087171,0.779049
mock_02557,Bulk,Yellow,187.7109,165.6436,121.3223,-0.31466,5.076726
mock_02558,Bilayer,Blue,154.624,179.4346,219.4131,-0.120774,0.628583
mock_02559,Monolayer,Light Blue,189.6387,204.2656,237.2959,-0.051853,0.336535
mock_02560,Bulk,Yellow,187.4287,165.6064,121.3994,-0.302835,4.999014
mock_02561,Trilayer,Purple-Blue,127.6211,148.0381,209.5615,-0.157803,0.982408
mock_02562,Few Layers,Green,114.5928,169.7031,149.3252,-0.212154,2.263014
mock_02563,Monolayer,Light Blue,188.9297,204.7715,237.7969,-0.044725,0.435682
mock_02564,Trilayer,Purple-Blue,127.0928,147.5234,208.9395,-0.150451,1.008747
mock_02565,Few Layers,Green,114.0488,169.2695,149.5352,-0.244484,2.159687
mock_02566,Monolayer,Light Blue,189.1406,204.7236,237.5391,-0.05163,0.490366
mock_02567,Few Layers,Green,114.4443,169.4102,149.6816,-0.23731,2.313576
mock_02568,Trilayer,Purple-Blue,127.6113,147.5352,209.502,-0.158144,0.920799
mock_02569,Monolayer,Light Blue,189.5879,204.4395,236.9385,-0.057458,0.29721
mock_02570,Bulk,Yellow,187.7891,165.5977,121.3506,-0.309232,5.131286
mock_02571,Monolayer,Light Blue,189.6152,204.4688,237.4121,-0.041387,0.247491
mock_02572,Trilayer,Purple-Blue,127.7227,147.7852,209.7031,-0.173976,0.941649
mock_02573,Trilayer,Purple-Blue,127.0488,148.0605,209.7236,-0.175883,1.055911
mock_02574,Few Layers,Green,114.6729,169.6934,149.1582,-0.242856,2.268527
mock_02575,Monolayer,Light Blue,189.666,204.1875,237.2803,-0.037578,0.363067
mock_02576,Few Layers,Green,114.1377,169.1729,149.6709,-0.204394,2.228057
mock_02577,Bilayer,Blue,154.4863,179.3984,219.6045,-0.077971,0.744797
mock_02578,Few Layers,Green,114.2354,169.6748,149.5879,-0.242745,2.368725
mock_02579,Trilayer,Purple-Blue,127.2861,147.4883,209.2002,-0.156521,0.985191
mock_02580,Trilayer,Purple-Blue,127.8008,147.8643,209.8623,-0.164088,1.118516
mock_02581,Monolayer,Light Blue,189.3594,205.4072,237.6172,-0.052906,0.311507
mock_02582,Bilayer,Blue,154.7578,179.5078,219.8047,-0.099087,0.694228
mock_02583,Monolayer,Light Blue,190.0898,204.4561,237.5352,-0.053635,0.302562
mock_02584,Bilayer,Blue,154.0957,179.4209,219.6396,-0.076531,0.612856
mock_02585,Trilayer,Purple-Blue,127.5264,147.7979,209.6182,-0.16123,1.099802
mock_02586,Bilayer,Blue,154.5186,179.3047,219.8047,-0.076748,0.545493
mock_02587,Trilayer,Purple-Blue,127.8271,148.0469,209.6348,-0.15845,0.891049
mock_02588,Trilayer,Purple-Blue,127.2373,147.1318,209.3916,-0.135763,1.010314
mock_02589,Bilayer,Blue,154.3496,179.0215,219.5508,-0.105521,0.605464
mock_02590,Trilayer,Purple-Blue,127.5566,147.4434,209.708,-0.14667,0.869944
mock_02591,Bilayer,Blue,154.2773,179.6973,219.3252,-0.095456,0.760892
